symbol,timestamp,raw_pred_num,raw_pred,confidence,prob_sell,prob_hold,prob_buy,open,high,low,close,volume,news_count,sentiment_score,fused_signal,was_overridden,override_reason,model
NVDA,2025-09-15 21:00:00+00:00,1,HOLD,0.65091336,0.21008173,0.65091336,0.13900496,177.3527,177.48,177.28,177.36,149885.0,0,0.0,HOLD,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-15 22:00:00+00:00,1,HOLD,0.54797417,0.25794592,0.54797417,0.19407983,177.38,177.75,177.15,177.22,168804.0,1,0.0481894388794899,HOLD,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-15 23:00:00+00:00,1,HOLD,0.43110654,0.29857755,0.43110654,0.2703159,177.22,177.4,177.2,177.32,139318.0,0,0.0,HOLD,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-16 08:00:00+00:00,0,SELL,0.3387121,0.3387121,0.32344088,0.33784705,177.06,177.82,177.03,177.29,380384.0,1,-0.8697163462638855,SELL,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-16 09:00:00+00:00,2,BUY,0.39880788,0.36029896,0.2408931,0.39880788,177.28,177.47,177.16,177.23,170971.0,1,-0.8945112824440002,BUY,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-16 10:00:00+00:00,2,BUY,0.43418676,0.3507581,0.2150552,0.43418676,177.24,177.37,177.08,177.21,186013.0,1,0.9149656891822816,BUY,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-16 11:00:00+00:00,2,BUY,0.4527377,0.36276194,0.18450037,0.4527377,177.22,177.45,177.2,177.43,181490.0,1,-0.9434276819229126,BUY,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-16 12:00:00+00:00,2,BUY,0.47564545,0.34754208,0.17681246,0.47564545,177.3,177.83,176.88,177.23,1151503.0,1,0.8744028806686401,BUY,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-16 13:00:00+00:00,2,BUY,0.5016118,0.35389823,0.14448991,0.5016118,177.24,177.5,175.71,176.13,20998267.0,0,0.0,BUY,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-16 14:00:00+00:00,2,BUY,0.55597335,0.36253363,0.08149298,0.55597335,176.13,176.85,176.0986,176.5255,17729466.0,0,0.0,BUY,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-16 15:00:00+00:00,2,BUY,0.44687095,0.39380756,0.15932149,0.44687095,176.53,176.5451,175.25,175.3188,17423455.0,2,0.7018179297447205,BUY,False,deep_fusion,SENTIMENTLSTM
