symbol,timestamp,raw_pred_num,raw_pred,confidence,prob_sell,prob_hold,prob_buy,close,open,high,low,volume,news_count,sentiment_score,sentiment_positive,sentiment_negative,fused_signal,override_reason,was_overridden,model
NVDA,2025-01-08 11:00:00+00:00,0,SELL,0.42831668,0.42831668,0.15410917,0.41757414,141.7,142.74,142.75,141.01,1164512.0,0,0.0,0.0,0.0,SELL,none,False,LSTM
NVDA,2025-01-08 12:00:00+00:00,0,SELL,0.4827296,0.4827296,0.09061622,0.42665416,140.58,141.71,141.93,140.0,2160087.0,0,0.0,0.0,0.0,SELL,none,False,LSTM
NVDA,2025-01-08 13:00:00+00:00,0,SELL,0.50519896,0.50519896,0.06683957,0.42796144,142.14,141.8,142.772,140.0415,4549859.0,2,0.9275086522102356,0.939115822315216,0.0116071756929159,SELL,none,False,LSTM
NVDA,2025-01-08 14:00:00+00:00,0,SELL,0.50576985,0.50576985,0.06018478,0.4340454,143.078,142.1,143.31,140.58,38556779.0,4,-0.5672338008880615,0.2069292515516281,0.7741630673408508,SELL,none,False,LSTM
NVDA,2025-01-08 15:00:00+00:00,0,SELL,0.4729214,0.4729214,0.07870244,0.4483762,140.54,143.07,143.95,137.56,45931447.0,3,-0.9208183884620668,0.0256871376186609,0.9465055465698242,SELL,none,False,LSTM
NVDA,2025-01-08 16:00:00+00:00,0,SELL,0.4717043,0.4717043,0.065363266,0.46293247,140.385,140.54,140.92,139.43,21691727.0,1,0.0775191113352775,0.0912621095776557,0.0137429991737008,SELL,none,False,LSTM
NVDA,2025-01-08 17:00:00+00:00,2,BUY,0.46705693,0.4620164,0.070926614,0.46705693,139.43,140.39,140.42,137.89,24623879.0,3,0.8930543661117554,0.90080726146698,0.0077528781257569,BUY,none,False,LSTM
NVDA,2025-01-08 18:00:00+00:00,0,SELL,0.47102022,0.47102022,0.06788627,0.4610936,140.025,139.44,140.85,139.4,19986217.0,2,-0.729171097278595,0.1031099930405616,0.8322811126708984,SELL,none,False,LSTM
NVDA,2025-01-08 19:00:00+00:00,0,SELL,0.5029849,0.5029849,0.08072914,0.41628593,140.14,140.03,141.02,139.56,21377599.0,1,0.8181850910186768,0.8337187767028809,0.0155336605384945,SELL,none,False,LSTM
NVDA,2025-01-08 20:00:00+00:00,0,SELL,0.40018326,0.40018326,0.24978878,0.3500279,140.06,140.14,140.3,139.7001,19946979.0,2,-0.9617666602134703,0.0097163161262869,0.9714829921722412,SELL,none,False,LSTM
NVDA,2025-01-08 21:00:00+00:00,1,HOLD,0.4288642,0.26726633,0.4288642,0.30386952,138.65,140.11,140.6421,137.5901,21699256.0,1,-0.4621601104736328,0.2069421261548996,0.6691022515296936,HOLD,none,False,LSTM
NVDA,2025-01-08 22:00:00+00:00,2,BUY,0.40220773,0.2903041,0.30748814,0.40220773,138.93,138.65,139.16,138.5001,3091298.0,0,0.0,0.0,0.0,BUY,none,False,LSTM
NVDA,2025-01-08 23:00:00+00:00,2,BUY,0.46861503,0.31620696,0.21517807,0.46861503,138.36,138.91,139.16,138.36,656551.0,0,0.0,0.0,0.0,BUY,none,False,LSTM
NVDA,2025-01-09 00:00:00+00:00,2,BUY,0.48203364,0.35892484,0.1590415,0.48203364,138.54,138.39,138.7,138.3,662029.0,0,0.0,0.0,0.0,BUY,none,False,LSTM
NVDA,2025-01-10 09:00:00+00:00,2,BUY,0.43202305,0.36804536,0.19993158,0.43202305,138.15,139.0,139.0,138.0,706122.0,0,0.0,0.0,0.0,BUY,none,False,LSTM
NVDA,2025-01-10 10:00:00+00:00,2,BUY,0.38314885,0.36545038,0.25140077,0.38314885,138.77,138.17,139.18,137.91,596482.0,0,0.0,0.0,0.0,HOLD,none,True,LSTM
